project_name,proponent,region,province,municipalities,project_type,power_mw,status,source,url,updated_at
"Adeguamento tecnico per modifica del modello di pannello solare e delle strutture di sostegno per il progetto di un impianto fotovoltaico denominato ""Apricena Industriale"" da realizzarsi su aree industriali e cave nelle località ""Podere Camilli - Tufara - San Giovanni - San Sabino"", nel territorio comunale di Apricena (FG) con riduzione di potenza complessiva da 121,023 MWp e immissione di 96,30MW ad una potenza complessiva di 115,318 MWp e immissione di 96,30MW",AM ENERGY S.R.L.,Puglia,FG,"TARANTO, FOGGIA",Fotovoltaico,121.023,,mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11919,2026-04-26T15:20:04.653267
"[ID 2503] Progetto di costruzione di un impianto agrivoltaico integrato da un sistema di accumulo (B.E.S.S.) denominato ""Marcianella” e delle relative opere di connessione alla RTN, di potenza 50 MW, da realizzarsi nei comuni di Chiusi e Montepulciano (SI). Proponente: SONNEDIX EUREKA S.R.L",SONNEDIX EUREKA SRL,Toscana,SI,"CHIUSI, MONTEPULCIANO",Valutazione di Impatto Ambientale,50.0,Consultazione conclusa,toscana,https://servizi.patti.regione.toscana.it/star-info/avvisiPubblici?id=147,2026-04-26T15:18:55.704959
"PROGETTO PER LA REALIZZAZIONE DI UN IMPIANTO FOTOVOLTAICO PER L’EFFICIENTAMENTO ENERGETICO E LA RIDUZIONE DEI CONSUMI ENERGETICI E DELLE EMISSIONI CLIMALTERANTI DELL’IMPIANTO DI TRATTAMENTO DI RIFIUTI LIQUIDI E FANGOSI, PERICOLOSI E NON.",SEAP DEPURAZIONE ACQUE S.R.L.,Sicilia,,,Verifica di Ottemperanza,,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1585&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.568985
Impianto FER agrivoltaico - Comune di Apricena (FG) - 83.62 MW,,Puglia,FG,Apricena,Puglia VIA FER - agrivoltaico,83.62,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.435780
"REALIZZAZIONE DI IMPIANTO AGRO-FOTOVOLTAICO DENOMINATO “COSTAGRANDE”, DI POTENZA NOMINALE E DI PICCO PARI A 17,99 MW CON TRACKER AD INSEGUIMENTO MONOASSIALE, SITO NEL COMUNE DI TROINA (EN) - CONTRADA COSTAGRANDE SNC",SOCIETÀ BAS ITALY SECONDA S.R.L.,Sicilia,EN,"TROINA, DI TROINA",V.I.A. (art.23 - 27bis),17.99,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1007&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.372068
INSTALLAZIONE IMPIANTO FOTOVOLTAICO DI 4502 kWp in loc. Archi di San Lidano snc Determinazione n°G01865 del 22/02/2022 - Rinviato alla procedura di Via,AUDAX SOLAR SPV ITALIA 2 SRL,Lazio,Latina,Sezze,VERIFICA,4.502,,lazio,https://regionelazio.box.com/v/VIA-139-2021,2026-04-26T15:17:39.568914
"REALIZZAZIONE IMPIANTO FOTOVOLTAICO SULLA COPERTURA DI FABBRICATO PRODUTTIVO ESISTENTE, SELMI S.R.L., SANTA VITTORIA D'ALBA (CN), ZSC IT 1160029 COLONIE DI CHIROTTERI DI SANTA VITTORIA E MONTICELLO DALBA",SELMI S.R.L,Piemonte,CN,SANTA VITTORIA D'ALBA,Valutazione di incidenza,,CONCLUSA,piemonte,http://www.sistemapiemonte.it/skvia/HomePage.do?ricerca=ArchivioProgetti,2026-04-26T15:19:03.814944
Impianto fotovoltaico a terra e su coperture,,Piemonte,,GHISLARENGO,Valutazione di incidenza,,CONCLUSA,piemonte,http://www.sistemapiemonte.it/skvia/HomePage.do?ricerca=ArchivioProgetti,2026-04-26T15:19:03.819561
"Q, FOTOVOLTAICO, SOC AGR MARTINI, SANFRè FRAZ. ACATTE, ZSC IT 1110012 BOSCHI E ROCCHE DEL ROERO",SOC AGR MARTINI,Piemonte,,SANFRE',Valutazione di incidenza,,CONCLUSA,piemonte,http://www.sistemapiemonte.it/skvia/HomePage.do?ricerca=ArchivioProgetti,2026-04-26T15:19:03.823950
Impianto FER agrivoltaico - Comune di Manfredonia (FG) - 49.248 MW,,Puglia,FG,Manfredonia,Puglia VIA FER - agrivoltaico,49.248,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.437320
Impianto FER agrivoltaico - Comune di Cerignola (FG) - 39.93 MW,,Puglia,FG,Cerignola,Puglia VIA FER - agrivoltaico,39.93,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.785322
Impianto FER fotovoltaico - Comune di San Pancrazio Salentino (BR) - 10.06 MW,,Puglia,BR,San Pancrazio Salentino,Puglia VIA FER - fotovoltaico,10.06,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.788888
"Costruzione di un impianto fotovoltaico a terra connesso alla rete elettrica di distribuzione, di potenza kw.4.177,425 in località S.P. 56, via Migliara 45 Determinazione n°G01866 del 22/02/2022 - Escluso dal procedimento di Via con prescrizioni",EL 1.0 SRL,Lazio,Latina,Latina,VERIFICA,,,lazio,https://regionelazio.box.com/v/VIA-141-2021,2026-04-26T15:17:39.570476
Impianto FER agrivoltaico - Comune di Santeramo in Colle (BA) - 17.23 MW,,Puglia,BA,Santeramo in Colle,Puglia VIA FER - agrivoltaico,17.23,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.790436
"Determinazione n° G02958 del 14/03/2022 Escluso dal procedimento di Via con prescrizioni Costruzione di un impianto fotovoltaico a terra connesso alla rete elettrica di distribuzione, di potenza kw.7.357,50 in località S.P. 52 Segheria.",EL 1.0 SRL,Lazio,Latina,Latina,VERIFICA,,,lazio,https://regionelazio.box.com/v/VIA-142-2021,2026-04-26T15:17:39.571845
Impianto FER agrivoltaico - Comune di Troia (FG) - 227.42 MW,,Puglia,FG,Troia,Puglia VIA FER - agrivoltaico,227.42,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.440224
Impianto FER agrivoltaico - Comune di San Severo (FG) - 51 MW,,Puglia,FG,San Severo,Puglia VIA FER - agrivoltaico,51.0,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.441726
"IMPIANTO FOTOVOLTAICO ED OPERE CONNESSE IN COMUNE DI FRANCOFONTE (SR), LOCALITA' PASSANETO",FOTOVOLTAICO SIRACUSA 1 SRL,Sicilia,SR,"FRANCOFONTE, DI FRANCOFONTE",V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=150&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.294781
"Campo fotovoltaico Vencaiola di potenza di picco pari a 7,87 MWp Determinazione n. G04731 del 23/04/2024 - Favorevole con prescrizioni Provvedimento Autorizzatorio Unico Regionale n° G10808 del 08/08/2024 Determinazione n° G04731 del 23/04/2024 - Favorevole con prescrizioni",GRUPOTEC SOLAR ITALIA 14 SRL,Lazio,Viterbo,Acquapendente,VIA,7.87,positivo,lazio,https://regionelazio.box.com/v/VIA-054-2021,2026-04-26T15:17:39.579525
"ARPAE: IMPIANTO AGRIVOLTAICO IBRIDO ""COLORSUN"" DI POTENZA 19.792,50 KWP E SISTEMA DI ACCUMULO DI 11.880,00 KW (BESS).",COLORSUN S.R.L.,Emilia-Romagna,,,VERIFICA ASSOGGETTABILITÀ VIA (SCREENING),19.7925,in_corso,emilia_romagna,https://serviziambiente.regione.emilia-romagna.it/viavasweb/ricerca/dettaglio/6894,2026-04-26T15:11:38.209991
"ARPAE: IMPIANTO AGRIVOLTAICO AVANZATO PORTOMAGGIORE CONNESSO ALLA RTN DELLA POTENZA DI PICCO PARI A 18.030,60 KW",LIO ENERGY LEPUS S.R.L.,Emilia-Romagna,,,VIA,18.0306,in_corso,emilia_romagna,https://serviziambiente.regione.emilia-romagna.it/viavasweb/ricerca/dettaglio/6561,2026-04-26T15:11:38.212987
FV - SAMBRONE,PARTANNA ENERGIE S.R.L.,Sicilia,,,V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1031&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.380201
Realizzazione Impianto FV 5981 KWp in loc. Riserva del Fienile Determinazione n°G01409 del 14/02/2022 - Escluso dal procedimento di Via con prescrizioni,TICA SRL,Lazio,Latina,Latina,VERIFICA,5.981,,lazio,https://regionelazio.box.com/v/VIA-115-2021,2026-04-26T15:17:39.580980
Impianto FER agrivoltaico - Comune di Candela (FG) - 39.5 MW,,Puglia,FG,Candela,Puglia VIA FER - agrivoltaico,39.5,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.443260
"Provvedimento Autorizzatorio Unico Regionale n° G17606 del 19/12/2024 Determinazione n° G05875 del 20/05/2024 Favorevole con prescrizioni Realizzazione di un impianto fotovoltaico a terra, connesso alla rete elettrica di e-distribuzione tramite cavidotto interrato in MT, di potenza nominale 2284,48 kW in località “C. da Madonna di Loreto",ATON 22 srl,Lazio,Frosinone,Castrocielo,VERIFICA,2.28448,positivo,lazio,https://regionelazio.app.box.com/v/VIA-108-2021,2026-04-26T15:17:39.582347
"IMPIANTO FOTOVOLTAICO DELLA POTENZA DI 67,421 MWP NEI TERRITORI DEI COMUNI DI CANICATTINI BAGNI, SIRACUSA E NOTO",LINDO SRL,Sicilia,,"CANICATTINI BAGNI, SIRACUSA E NOTO",V.I.A. (art.23 - 27bis),67.421,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=68&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.292328
Impianto FER agrivoltaico - Comune di Ascoli Satriano (FG) - 96.72 MW,,Puglia,FG,Ascoli Satriano,Puglia VIA FER - agrivoltaico,96.72,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.684744
Impianto FER agrivoltaico - Comune di Collepasso (LE) - 19.83 MW,,Puglia,LE,Collepasso,Puglia VIA FER - agrivoltaico,19.83,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.686275
Impianto FER fotovoltaico - Comune di Melpignano (LE) - 19.593 MW,,Puglia,LE,Melpignano,Puglia VIA FER - fotovoltaico,19.593,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.828208
Impianto FER agrivoltaico - Comune di Avetrana (TA) - 12.04 MW,,Puglia,TA,Avetrana,Puglia VIA FER - agrivoltaico,12.04,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.831526
Impianto FER agrivoltaico - Comune di Brindisi (BR) - 29.92 MW,,Puglia,BR,Brindisi,Puglia VIA FER - agrivoltaico,29.92,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.833435
"IMPIANTO FOTOVOLTAICO DELLA POTENZA COMPLESSIVA DI 3,179 MWP",A2A ENERGIEFUTURE SPA,Sicilia,,,Verifica di Assoggettabilita a VIA (art.19),3.179,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1265&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.281080
"Progetto di un impianto fotovoltaico denominato ""BACIAMANO"" di potenza massima complessiva di MW 36,59 da realizzare nel comune di Potenza Picena (MC) e relative opere di connessione alla RTN che interessano anche i comuni di Porto Recanati (MC) e Loreto (AN).",E24E S.r.l.,Marche,MC,PORTO RECANATI,Verifica di Assoggettabilità a VIA (PNIEC-PNRR),,Verifica di Assoggettabilità a VIA (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11914,2026-04-26T15:20:04.655582
Impianto FER agrivoltaico - Comune di Castellaneta (TA) - 26.64 MW,,Puglia,TA,Castellaneta,Puglia VIA FER - agrivoltaico,26.64,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.445219
Impianto FER agrivoltaico - Comune di San Severo (FG) - 25.797 MW,,Puglia,FG,San Severo,Puglia VIA FER - agrivoltaico,25.797,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.447005
Impianto FER agrivoltaico - Comune di San Giovanni Rotondo (FG) - 78.4 MW,,Puglia,FG,San Giovanni Rotondo,Puglia VIA FER - agrivoltaico,78.4,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.466738
Impianto FER agrivoltaico - Comune di Acquaviva delle Fonti (BA) - 33.49 MW,,Puglia,BA,Acquaviva delle Fonti,Puglia VIA FER - agrivoltaico,33.49,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.694578
Impianto FER agrivoltaico - Comune di Lecce (LE) - 30 MW,,Puglia,LE,Lecce,Puglia VIA FER - agrivoltaico,30.0,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.834865
Provvedimento Autorizzatorio Unico Regionale n° G12504 del 30/09/2025 Determinazione n° G08166 del 26/06/2025 - Favorevole con prescrizioni Realizzazione Impianto fotovoltaico della potenza di circa 23600 KWp in località La Selva - Det. G09184 del 31/07/2020 Rinviato a V.I.A.,UNICABLE SRL,Lazio,Viterbo,Ischia di Castro,VERIFICA,23.6,positivo,lazio,https://regionelazio.app.box.com/v/VIA-026-2020,2026-04-26T15:17:39.739690
"Progetto di un impianto fotovoltaico offshore di potenza pari a 72.69 MWp, con sistema di accumulo integrato da 30 MW e relative opere di connessione alla RTN, da realizzarsi nel Porto di Taranto.",Nicetechnology s.r.l.,Puglia,TA,TARANTO,Valutazione Impatto Ambientale (PNIEC-PNRR),72.69,Valutazione Impatto Ambientale (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11906,2026-04-26T15:20:04.659114
Impianto FER agrivoltaico - Comune di Torre Santa Susanna (BR) - 30 MW,,Puglia,BR,Torre Santa Susanna,Puglia VIA FER - agrivoltaico,30.0,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.900449
"Progetto di un impianto fotovoltaico di potenza 54,84 MWp e delle relative opere di connessione alla RTN da realizzarsi nel Comune di Taranto (TA) - Isola amministrativa Sezione B - località Mennole e Palombara.",C.I.S.A. S.p.A.,Puglia,TA,TARANTO,Verifica di Assoggettabilità a VIA (PNIEC-PNRR),54.84,Verifica di Assoggettabilità a VIA (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11876,2026-04-26T15:20:04.660688
"Progetto di un impianto fotovoltaico, denominato ""Apricena 01"", della potenza nominale di 16,9 MW con annesso impianto di accumulo energetico della potenza di 50 MW e relative opere di connessione alla rete, ubicato nei Comuni di Apricena (FG) e San Paolo di Civitate (FG).",Whysol-E Sviluppo S.r.l.,Puglia,FG,APRICENA,Fotovoltaico,16.9,,mase,https://va.mite.gov.it/it-IT/Oggetti/Info/8263,2026-04-26T15:20:04.662383
"Progetto per la realizzazione di un impianto fotovoltaico, denominato ""Assoro_2"", per una potenza pari a 181,17 MW, unito alle relative opere di connessione alla RTN, da realizzarsi nei Comuni di Assoro (EN), Raddusa (CT), Aidone (EN) ed Enna (EN).",IBVI 24 S.r.l.,Sicilia,EN,ASSORO,Fotovoltaico,181.17,,mase,https://va.mite.gov.it/it-IT/Oggetti/Info/8610,2026-04-26T15:20:04.669926
"Realizzazione impianto FV della potenza di 8618,85 KWp in loc. Strada Ponte Materiale Determinazione n. G03995 del 12/04/2021 - Escluso dal procedimento di Via con prescrizioni",LATINA C FOTOVOLTAICO SRL,Lazio,Latina,Latina,VERIFICA,8.61885,,lazio,https://regionelazio.box.com/v/VIA-130-2020,2026-04-26T15:17:39.614539
Impianto FER agrivoltaico - Comune di Poggio Imperiale (FG) - 60.58 MW,,Puglia,FG,Poggio Imperiale,Puglia VIA FER - agrivoltaico,60.58,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.519852
"Installazione di un impianto fotovoltaico a terra da 23,688 MWp e relative opere connesse.",A2A GENCOGAS S.P.A.,Lombardia,,,V.E.R. Provinciali,23.688,concluso,lombardia,https://www.silvia.servizirl.it/silviaweb/#/scheda-sintesi/17453,2026-04-26T15:12:45.055391
"ISTANZA PER L’AVVIO PROCEDURA DI VALUTAZIONE DI IMPATTO AMBIENTALE DEL PROGETTO PER LA REALIZZAZIONE E L’ESERCIZIO DI IMPIANTO FOTOVOLTAICO DI 2.936,64 KWP E DI TUTTE LE RELATIVE OPERE CONNESSE ED INFRASTRUTTURE, DENOMINATO FORNAZZO, COMUNE FRANCOFONTE(SR",SOLVALORE 1 SRL,Sicilia,,FRANCOFONTE,V.I.A. (art.23 - 27bis),2.93664,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1427&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.515520
Impianto FER agrivoltaico - Comune di Serracapriola (FG) - 46.632 MW,,Puglia,FG,Serracapriola,Puglia VIA FER - agrivoltaico,46.632,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.521650
"Realizzazione Impianto fotovoltaico a terra della potenza di circa 3405,60 KWp connesso alla RTN in località Borgo Hermada Via di Macchia Piano II Determinazione n. G14938 del 09/12/2020 - Escluso dal procedimento di Via con prescrizioni",EL 1.0 SRL,Lazio,Latina,Terracina,VERIFICA,3.4056,,lazio,https://regionelazio.app.box.com/v/VIA-024-2020,2026-04-26T15:17:39.742710
"Det. G12708 del 24/09/2019 Favorevole con prescrizioni - Realizzazione impianto fotovoltaico a terra potenza 54,20 MWp in loc. Camposcala Provvedimento Autorizzatorio Unico Regionale n° 14495 del 23/10/2019",CAMPOSCALA SRL,Lazio,Viterbo,Montalto di Castro,VIA,54.2,positivo,lazio,https://regionelazio.box.com/v/077-2018,2026-04-26T15:17:39.799047
Impianto FER agrivoltaico - Comune di Mesagne (BR) - 66 MW,,Puglia,BR,Mesagne,Puglia VIA FER - agrivoltaico,66.0,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.523269
Impianto FER agrivoltaico - Comune di Brindisi (BR) - 14.99 MW,,Puglia,BR,Brindisi,Puglia VIA FER - agrivoltaico,14.99,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.563975
"IMPIANTO FOTOVOLTAICO DELLA POTENZA DI 1522,5 KWP DA REALIZZARE NEL COMUNE DI AUGUSTA (SR) INTERNAMENTE ALLA CENTRALE ENEL TIFEO",ENEL GREEN POWER SOLAR ENERGY SRL,Sicilia,SR,"AUGUSTA, DI AUGUSTA",Verifica di Assoggettabilita a VIA (art.19),1.5225,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=41&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.165304
"PROGETTO DI UN IMPIANTO FOTOVOLTAICO DENOMINATO 'FULGATORE' DA 42,5 MWP",X-ELIO ITALIA 2 SRL,Sicilia,,,V.I.A. (art.23 - 27bis),42.5,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=110&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.172592
"REALIZZAZIONE DI UN IMPIANTO AGRIVOLTAICO DENOMINATO “FV BELPASSO”, DI POTENZA IN IMMISSIONE PARI A 9,99 MW E POTENZA DI PICCO PARI A 12,348 MWP SITO NEL COMUNE DI BELPASSO (CT) – C.DA MAGAZZINAZZO",ENEL GREEN POWER SOLAR ENERGY SRL,Sicilia,CT,"BELPASSO, DI BELPASSO",V.I.A. (art.23 - 27bis),9.99,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1224&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.442719
"Determinazione n° G13637 del 08/11/2021 Favorevole con prescrizioni Provvedimento Autorizzatorio Unico Regionale n° G01994 del 24/02/2022 Determinazione n° G16264 del 23/12/2021 Favorevole con prescrizioni – Realizzazione Impianto fotovoltaico Terracina Solare 3,3MWp in località Borgo Hermada - Podere 2303 (strada Migliara 57 / strada Macchiarella).",SF CELESTE SRL,Lazio,Latina,Terracina,VIA,3.3,positivo,lazio,https://regionelazio.box.com/v/VIA-015-2021,2026-04-26T15:17:39.613222
"Progetto di un impianto fotovoltaico di potenza pari a 54,84 MW e delle relative opere di connessione alla RTN, da realizzarsi nel Comune di Taranto (TA).",C.I.S.A. S.p.A.,Puglia,TA,TARANTO,Valutazione Impatto Ambientale (PNIEC-PNRR),54.84,Valutazione Impatto Ambientale (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11842,2026-04-26T15:20:04.672341
Impianto FER fotovoltaico - Comune di Torre Santa Susanna (BR) - 10.75 MW,,Puglia,BR,Torre Santa Susanna,Puglia VIA FER - fotovoltaico,10.75,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.379170
"Progetto di un impianto fotovoltaico denominato ""Riggio Ferdinando"", di potenza pari a 67,46 MW e delle relative opere di connessione alla RTN, da realizzarsi nei Comuni di Francofonte e Vizzini (SR).",AS 10 FRA SOCIETA' A RESPONSABILITA' LIMITATA,Sicilia,SR,"FRANCOFONTE, VIZZINI",Valutazione Impatto Ambientale (PNIEC-PNRR),67.46,Valutazione Impatto Ambientale (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11827,2026-04-26T15:20:04.674382
Impianto FER fotovoltaico - Comune di Brindisi (BR) - 41.06 MW,,Puglia,BR,Brindisi,Puglia VIA FER - fotovoltaico,41.06,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.227971
Impianto FER agrivoltaico - Comune di Lucera (FG) - 75.563 MW,,Puglia,FG,Lucera,Puglia VIA FER - agrivoltaico,75.563,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.233085
Impianto FER agrivoltaico - Comune di Castellaneta (TA) - 31.04 MW,,Puglia,TA,Castellaneta,Puglia VIA FER - agrivoltaico,31.04,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.405795
"[ID_14085 - WEB-ASSVIA - ASVASV100000006] Progetto di un impianto di produzione di energia elettrica da fonte solare fotovoltaica e relative opere connesse della potenza di 109,1 MWp, denominato ""FERRARA NORD""",Iren Green Generation Tech S.r.l.,Emilia-Romagna,FE,FERRARA,Verifica di Assoggettabilità a VIA (PNIEC-PNRR),109.1,Verifica di Assoggettabilità a VIA (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11793,2026-04-26T15:20:04.676038
Impianto FER fotovoltaico - Comune di Taranto (TA) - 50 MW,,Puglia,TA,Taranto,Puglia VIA FER - fotovoltaico,50.0,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.451797
Impianto FER fotovoltaico - Comune di Cerignola (FG) - 42.24 MW,,Puglia,FG,Cerignola,Puglia VIA FER - fotovoltaico,42.24,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.408895
Impianto FER agrivoltaico - Comune di San Michele Salentino (BR) - 24.038 MW,,Puglia,BR,San Michele Salentino,Puglia VIA FER - agrivoltaico,24.038,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.417012
"Progetto di un impianto fotovoltaico denominato ""DIFESA GRANDE"" di potenza pari a 42,9 MW e relative opere di connessione alla RTN, da realizzarsi nel Comune di Ariano Irpino (AV).",Web Italia Energie Rinnovabili S.r.l.,Campania,AV,ARIANO IRPINO,Verifica di Assoggettabilità a VIA (PNIEC-PNRR),42.9,Verifica di Assoggettabilità a VIA (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11757,2026-04-26T15:20:04.677634
"Progetto di un impianto fotovoltaico dalla potenza di picco di 30,086 MWp e delle relative opere di connessione alla RTN, da realizzarsi nel Comune di Gonnesa (SU).",CCEN GONNESA 1 S.r.l.,Sardegna,SU,GONNESA,Verifica di Assoggettabilità a VIA (PNIEC-PNRR),30.086,Verifica di Assoggettabilità a VIA (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11758,2026-04-26T15:20:04.679426
"REALIZZAZIONE ED ESERCIZIO DI UN IMPIANTO FOTOVOLTAICO DELLA POTENZA DI 1924,56 KWP E DI TUTTE LE RELATIVE OPERE CONNESSE ED INFRASTRUTTURE, DA REALIZZARSI NEL COMUNE DI AUGUSTA(SR), C/DA CONTADO, DISTINTO AL CATASTO TERRENI AL FOGLIO 12, PARTICELLE 234-2",SOLVESTIA 1 SRL,Sicilia,SR,"AUGUSTA, DI AUGUSTA",Verifica di Assoggettabilita a VIA (art.19),1.92456,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=227&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.206943
"“PROGETTO DELL’IMPIANTO FOTOVOLTAICO DA 45 MW E DELLE RELATIVE OPERE PER LA CONNESSIONE ALLA RETE DI TRASMISSIONE NAZIONALE, DA REALIZZARSI NEL COMUNE DI VIZZINI (CT), IN LOCALITÀ POGGIO DEL LAGO”",QAIR ITALIA S.R.L.,Sicilia,CT,"VIZZINI, DI VIZZINI",Verifica di Assoggettabilita a VIA (art.19),45.0,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=995&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.365096
"Progetto di un impianto fotovoltaico denominato ""Chilivani"" della potenza nominale di 19,8 MWp e delle relative opere di connessione all RTN, da realizzarsi in località ""Campu de fora"", nella zona industriale Clilivani nel Comune di Ozieri (SS)",Sarda Energy S.r.l.,Sardegna,SS,OZIERI,Valutazione Impatto Ambientale (PNIEC-PNRR),19.8,Valutazione Impatto Ambientale (PNIEC-PNRR),mase,https://va.mite.gov.it/it-IT/Oggetti/Info/11571,2026-04-26T15:20:04.689299
